----------追踪目标日志----------
以下为各列数值含义：
帧数  目标ID  目标类别  x1, y1, x2, y2 (方框左上角以及右下角)
529  246  truck  272, 381, 449, 539
529  247  car  222, 61, 251, 75
530  78  car  -1, 192, 81, 250
530  111  car  540, 42, 559, 57
530  131  car  645, 51, 663, 64
530  135  car  511, 41, 529, 55
530  144  bus  632, 68, 760, 133
530  150  car  161, 132, 221, 173
530  182  car  417, 96, 450, 123
530  183  bus  596, 85, 739, 187
530  184  person  74, 139, 89, 162
530  207  car  402, 56, 423, 72
530  216  car  830, 104, 863, 129
530  217  person  96, 118, 112, 145
530  218  person  887, 109, 901, 137
530  223  car  805, 201, 889, 250
530  236  car  748, 294, 844, 365
530  237  person  221, 100, 233, 129
530  238  person  915, 114, 930, 141
530  240  car  201, 68, 229, 88
530  241  car  787, 101, 818, 126
530  246  truck  276, 381, 451, 539
530  247  car  221, 60, 253, 75
531  78  car  -2, 193, 79, 251
531  111  car  540, 42, 558, 57
531  131  car  643, 50, 663, 64
531  135  car  511, 41, 529, 55
531  144  bus  632, 68, 757, 131
531  150  car  159, 133, 219, 174
531  182  car  417, 97, 450, 124
531  183  bus  597, 85, 737, 185
531  184  person  75, 139, 89, 162
531  207  car  401, 56, 423, 72
531  216  car  830, 104, 863, 129
531  217  person  96, 118, 111, 145
531  218  person  886, 108, 901, 137
531  223  car  802, 200, 886, 249
531  236  car  743, 290, 839, 361
531  237  person  221, 100, 233, 129
531  238  person  915, 114, 930, 141
531  240  car  201, 68, 230, 87
531  241  car  787, 101, 819, 126
531  246  truck  275, 381, 450, 539
531  247  car  221, 60, 253, 75
532  78  car  -3, 194, 78, 251
532  111  car  540, 42, 558, 56
532  131  car  642, 48, 663, 63
532  135  car  511, 40, 529, 54
532  144  bus  631, 68, 756, 131
532  150  car  156, 134, 217, 175
532  182  car  417, 98, 449, 125
532  183  bus  597, 85, 736, 184
532  184  person  75, 138, 89, 162
532  207  car  400, 56, 422, 72
532  216  car  830, 104, 863, 129
532  217  person  95, 119, 110, 144
532  218  person  887, 108, 901, 136
532  223  car  800, 199, 882, 247
532  236  car  739, 286, 834, 355
532  237  person  221, 100, 233, 129
532  238  person  915, 113, 929, 141
532  240  car  202, 68, 230, 87
532  241  car  787, 101, 819, 126
532  246  truck  276, 380, 451, 539
532  247  car  220, 60, 253, 75
532  255  car  932, 252, 957, 291
533  78  car  -3, 196, 76, 253
533  111  car  540, 42, 558, 56
533  131  car  642, 48, 663, 63
533  135  car  511, 40, 529, 54
533  144  bus  629, 68, 755, 131
533  150  car  154, 134, 215, 176
533  182  car  417, 99, 449, 125
533  183  bus  597, 85, 735, 183
533  184  person  75, 138, 90, 161
533  207  car  399, 56, 422, 73
533  216  car  830, 104, 863, 129
533  217  person  95, 119, 110, 145
533  218  person  887, 108, 900, 135
533  223  car  797, 198, 880, 245
533  236  car  735, 282, 828, 349
533  237  person  222, 100, 233, 128
533  240  car  202, 68, 229, 87
533  241  car  788, 101, 819, 126
533  246  truck  275, 381, 449, 539
533  247  car  221, 60, 255, 75
533  255  car  929, 249, 957, 290
533  256  car  731, 129, 751, 162
534  78  car  -4, 197, 75, 255
534  111  car  540, 42, 558, 56
534  135  car  510, 40, 528, 54
534  144  bus  627, 68, 754, 130
534  150  car  151, 135, 212, 178
534  182  car  418, 101, 450, 126
534  183  bus  597, 84, 733, 182
534  184  person  76, 138, 90, 161
534  207  car  395, 56, 419, 74
534  216  car  830, 104, 863, 129
534  217  person  94, 120, 109, 145
534  218  person  887, 107, 900, 134
534  223  car  795, 197, 878, 244
534  236  car  730, 278, 823, 345
534  237  person  222, 100, 233, 129
534  238  person  915, 113, 930, 141
534  240  car  202, 68, 229, 87
534  241  car  788, 101, 820, 126
534  246  truck  274, 381, 448, 539
534  247  car  222, 60, 256, 75
534  255  car  926, 246, 957, 291
534  256  car  729, 129, 750, 162
535  78  car  -5, 198, 73, 256
535  111  car  540, 42, 557, 56
535  135  car  510, 40, 528, 54
535  140  car  89, 294, 205, 417
535  144  bus  626, 68, 752, 130
535  150  car  149, 137, 209, 178
535  182  car  418, 101, 450, 127
535  183  bus  596, 84, 730, 181
535  184  person  76, 138, 90, 161
535  216  car  830, 104, 863, 129
535  217  person  94, 120, 108, 145
535  218  person  886, 107, 900, 134
535  223  car  793, 196, 874, 242
535  236  car  725, 274, 818, 341
535  237  person  222, 101, 233, 128
535  238  person  915, 113, 930, 141
535  240  car  201, 68, 229, 88
535  241  car  788, 101, 820, 126
535  246  truck  274, 381, 448, 539
535  247  car  223, 61, 256, 75
535  255  car  922, 243, 957, 294
535  256  car  728, 128, 749, 162
536  78  car  -6, 198, 72, 258
536  111  car  540, 42, 557, 56
536  135  car  510, 40, 528, 53
536  140  car  83, 298, 201, 423
536  144  bus  624, 68, 752, 131
536  150  car  146, 138, 207, 179
536  182  car  419, 102, 452, 128
536  183  bus  594, 84, 728, 181
536  184  person  76, 137, 91, 161
536  207  car  394, 58, 418, 75
536  216  car  831, 105, 863, 129
536  217  person  94, 121, 108, 145
536  218  person  886, 107, 900, 134
536  223  car  790, 194, 872, 241
536  236  car  721, 271, 812, 336
536  237  person  223, 101, 233, 128
536  238  person  915, 113, 930, 141
536  240  car  200, 68, 229, 88
536  241  car  788, 101, 821, 126
536  246  truck  275, 381, 448, 539
536  247  car  223, 61, 257, 75
536  255  car  919, 241, 956, 295
536  256  car  727, 128, 748, 162
537  78  car  -6, 200, 71, 259
537  111  car  539, 41, 557, 55
537  131  car  642, 49, 660, 62
537  135  car  510, 40, 528, 53
537  140  bus  78, 302, 198, 429
537  144  bus  622, 68, 751, 131
537  150  car  144, 139, 205, 181
537  182  car  420, 103, 453, 128
537  183  bus  595, 84, 726, 179
537  184  person  77, 136, 91, 161
537  207  car  392, 58, 417, 75
537  216  car  831, 105, 863, 130
537  217  person  93, 122, 107, 146
537  218  person  886, 107, 900, 134
537  223  car  788, 193, 869, 240
537  236  car  717, 267, 807, 331
537  237  person  223, 100, 234, 128
537  240  car  200, 68, 229, 88
537  241  car  788, 101, 821, 126
537  246  truck  274, 381, 448, 539
537  247  car  224, 61, 258, 75
537  255  car  915, 236, 956, 295
537  256  car  726, 128, 747, 162
538  78  car  -7, 202, 69, 261
538  111  car  538, 40, 557, 55
538  135  car  510, 40, 528, 53
538  140  bus  72, 306, 194, 435
538  144  bus  622, 67, 748, 129
538  150  car  141, 139, 203, 182
538  182  car  421, 103, 453, 129
538  183  bus  594, 83, 725, 178
538  184  person  77, 136, 92, 161
538  216  car  831, 106, 863, 130
538  217  person  92, 122, 106, 146
538  218  person  886, 106, 900, 134
538  223  car  786, 192, 867, 239
538  236  car  713, 264, 802, 327
538  237  person  223, 100, 234, 128
538  240  car  200, 68, 229, 88
538  241  car  788, 101, 821, 126
538  247  car  223, 60, 260, 75
538  255  car  914, 236, 955, 295
538  256  car  725, 128, 747, 162
539  78  car  -7, 203, 67, 262
539  111  car  538, 40, 556, 55
539  135  car  510, 39, 528, 53
539  140  bus  65, 310, 189, 442
539  144  bus  621, 66, 747, 128
539  150  car  138, 140, 201, 184
539  182  car  421, 104, 454, 130
539  183  bus  593, 82, 723, 177
539  184  person  77, 136, 92, 160
539  216  car  831, 105, 863, 130
539  217  person  91, 121, 105, 147
539  218  person  886, 105, 900, 134
539  223  car  785, 192, 865, 237
539  236  car  709, 261, 797, 322
539  237  person  223, 100, 234, 128
539  240  car  201, 68, 229, 87
539  241  car  788, 100, 821, 125
539  247  car  224, 60, 260, 75
539  255  truck  911, 232, 955, 292
539  256  car  723, 127, 746, 161
540  78  car  -9, 203, 66, 264
540  111  car  538, 40, 556, 55
540  135  car  510, 39, 528, 52
540  140  car  59, 314, 185, 448
540  144  bus  621, 66, 745, 127
540  150  car  136, 141, 198, 185
540  183  bus  592, 82, 722, 177
540  184  person  78, 136, 92, 160
540  207  car  390, 60, 414, 77
540  216  car  832, 107, 863, 130
540  218  person  886, 105, 900, 134
540  223  car  783, 191, 862, 236
540  236  car  705, 257, 792, 318
540  237  person  223, 99, 234, 129
540  240  car  202, 68, 230, 88
540  241  car  788, 100, 822, 126
540  247  car  224, 60, 261, 75
540  255  truck  908, 229, 953, 290
540  256  car  722, 127, 746, 161
541  78  car  -8, 205, 64, 265
541  111  car  538, 41, 556, 55
541  135  car  510, 39, 528, 52
541  140  bus  53, 318, 182, 455
541  144  bus  619, 66, 743, 126
541  150  car  134, 143, 196, 186
541  182  car  423, 105, 456, 132
541  183  bus  592, 82, 720, 176
541  184  person  78, 137, 92, 160
541  216  car  832, 107, 863, 130
541  217  person  89, 122, 104, 147
541  218  person  886, 105, 900, 134
541  223  car  781, 190, 859, 234
541  236  car  701, 254, 786, 314
541  237  person  223, 99, 234, 129
541  238  person  915, 114, 929, 141
541  240  car  201, 69, 229, 88
541  241  car  788, 100, 822, 125
541  246  truck  273, 381, 447, 539
541  247  car  224, 60, 262, 75
541  255  car  906, 226, 952, 287
541  256  car  721, 126, 746, 161
542  78  car  -8, 207, 62, 267
542  111  car  538, 40, 556, 54
542  135  car  510, 39, 528, 52
542  140  car  47, 323, 178, 462
542  144  bus  618, 65, 740, 125
542  150  car  131, 144, 194, 187
542  182  car  423, 106, 456, 134
542  183  bus  592, 82, 719, 175
542  184  person  78, 136, 93, 160
542  207  car  387, 61, 412, 78
542  216  car  833, 109, 862, 130
542  218  person  885, 105, 900, 133
542  223  car  779, 189, 857, 233
542  236  car  697, 251, 781, 309
542  237  person  223, 100, 234, 129
542  238  person  915, 114, 929, 141
542  240  car  201, 69, 229, 88
542  241  car  788, 100, 822, 125
542  246  truck  273, 381, 446, 539
542  247  car  225, 60, 263, 75
542  255  car  904, 225, 951, 285
542  256  car  719, 125, 746, 161
543  78  car  -9, 207, 60, 269
543  111  car  538, 40, 556, 54
543  135  car  510, 38, 528, 52
543  140  car  40, 327, 174, 469
543  144  bus  618, 65, 738, 124
543  150  car  128, 145, 192, 189
543  182  car  424, 107, 457, 134
543  183  bus  591, 81, 719, 175
543  207  car  385, 62, 411, 79
543  216  car  833, 110, 861, 130
543  218  person  885, 105, 899, 133
543  223  car  777, 188, 854, 232
543  236  car  693, 248, 776, 305
543  237  person  223, 100, 234, 129
543  240  car  201, 69, 229, 88
543  241  car  788, 100, 823, 125
543  246  truck  273, 382, 446, 539
543  247  car  224, 60, 263, 75
543  255  car  902, 224, 950, 283
543  256  car  718, 125, 746, 161
544  78  car  -10, 208, 58, 270
544  111  car  538, 41, 555, 54
544  135  car  510, 38, 527, 51
544  140  bus  34, 332, 169, 475
544  144  bus  617, 65, 737, 124
544  150  car  125, 145, 190, 190
544  182  car  425, 108, 458, 135
544  183  bus  591, 81, 717, 175
544  207  car  385, 62, 411, 80
544  216  car  832, 108, 863, 130
544  218  person  885, 104, 900, 133
544  223  car  775, 187, 852, 231
544  236  car  690, 245, 771, 301
544  237  person  223, 101, 234, 129
544  240  car  201, 69, 229, 88
544  241  car  788, 100, 823, 125
544  246  truck  273, 382, 446, 539
544  247  car  225, 60, 264, 75
544  255  car  900, 224, 948, 281
544  256  car  718, 126, 745, 161
545  78  car  -11, 208, 57, 272
545  111  car  538, 40, 556, 54
545  135  car  509, 38, 527, 51
545  140  car  27, 336, 165, 482
545  144  bus  617, 65, 735, 123
545  150  car  123, 147, 188, 192
545  182  car  425, 108, 458, 136
545  183  bus  590, 80, 716, 174
545  207  car  383, 62, 410, 80
545  216  car  831, 108, 863, 130
545  223  car  773, 187, 849, 230
545  236  car  686, 242, 768, 298
545  237  person  224, 101, 234, 129
545  240  car  202, 69, 230, 88
545  241  car  788, 100, 823, 125
545  246  truck  273, 382, 445, 539
545  247  car  225, 60, 265, 75
545  255  car  898, 223, 948, 278
545  256  car  717, 126, 746, 160
546  111  car  538, 40, 555, 54
546  135  car  510, 38, 527, 51
546  140  car  20, 340, 161, 490
546  144  bus  615, 65, 734, 123
546  150  car  120, 148, 186, 193
546  182  car  426, 109, 459, 137
546  183  bus  589, 80, 714, 173
546  207  car  382, 62, 410, 81
546  216  car  831, 108, 864, 130
546  217  person  81, 124, 100, 157
546  223  car  770, 186, 847, 229
546  236  car  681, 239, 763, 294
546  237  person  224, 100, 234, 129
546  240  car  201, 69, 230, 88
546  241  car  789, 100, 824, 125
546  247  car  226, 61, 265, 76
546  255  car  895, 221, 948, 277
546  256  car  717, 126, 746, 160
547  111  car  538, 40, 556, 54
547  135  car  510, 38, 527, 51
547  140  car  13, 345, 157, 498
547  144  bus  613, 64, 733, 122
547  150  car  118, 149, 183, 194
547  182  car  426, 111, 459, 138
547  183  bus  589, 81, 712, 173
547  216  car  831, 107, 864, 131
547  217  person  80, 125, 99, 158
547  223  car  769, 185, 845, 228
547  236  car  678, 236, 758, 291
547  237  person  225, 100, 236, 129
547  240  car  202, 69, 230, 88
547  241  car  789, 100, 824, 125
547  247  car  226, 61, 266, 76
547  255  car  893, 220, 947, 274
547  256  car  717, 126, 746, 160
548  111  car  538, 40, 555, 54
548  135  car  510, 38, 527, 51
548  140  car  5, 350, 152, 505
548  144  bus  611, 64, 733, 123
548  150  car  115, 151, 180, 195
548  182  car  426, 111, 459, 139
548  183  bus  589, 80, 710, 172
548  216  car  830, 106, 865, 131
548  223  car  767, 184, 844, 227
548  236  car  674, 234, 753, 288
548  237  person  225, 101, 236, 129
548  240  car  202, 69, 230, 88
548  241  car  789, 100, 824, 125
548  246  truck  274, 383, 446, 539
548  247  car  226, 61, 267, 76
548  255  car  891, 218, 947, 272
548  256  car  717, 125, 747, 160
549  111  car  537, 39, 555, 54
549  135  car  510, 38, 528, 51
549  140  car  -1, 354, 148, 513
549  144  bus  610, 64, 731, 123
549  150  car  112, 152, 178, 197
549  182  car  426, 112, 460, 140
549  183  bus  588, 80, 708, 171
549  207  car  378, 63, 406, 83
549  216  car  831, 107, 865, 131
549  223  car  766, 183, 842, 226
549  236  car  670, 231, 748, 285
549  237  person  225, 101, 236, 129
549  240  car  202, 70, 230, 89
549  241  car  790, 101, 824, 125
549  246  truck  274, 383, 446, 539
549  247  car  226, 61, 266, 76
549  255  car  888, 217, 947, 271
549  256  car  717, 125, 747, 160
550  111  car  537, 40, 555, 54
550  135  car  510, 38, 527, 51
550  140  car  -5, 359, 146, 521
550  144  bus  607, 64, 733, 126
550  150  car  109, 153, 176, 198
550  182  car  427, 113, 461, 141
550  183  bus  588, 80, 706, 171
550  207  car  377, 66, 403, 84
550  216  car  830, 106, 865, 131
550  223  car  764, 182, 840, 225
550  236  car  666, 228, 744, 281
550  237  person  225, 101, 236, 129
550  240  car  202, 70, 230, 89
550  241  car  790, 101, 825, 125
550  247  car  226, 61, 268, 76
550  255  car  885, 215, 947, 271
550  256  car  717, 126, 747, 160
550  261  car  3, 217, 33, 277
551  111  car  538, 40, 555, 54
551  135  car  510, 38, 527, 50
551  140  car  -8, 364, 144, 529
551  144  bus  606, 64, 732, 126
551  150  car  106, 154, 173, 200
551  182  car  428, 114, 461, 142
551  183  bus  587, 79, 705, 170
551  207  car  376, 67, 401, 85
551  216  car  830, 107, 865, 131
551  223  car  763, 182, 837, 224
551  236  car  663, 226, 739, 278
551  237  person  225, 101, 236, 129
551  240  car  202, 70, 231, 89
551  241  car  791, 101, 825, 125
551  247  car  227, 61, 269, 76
551  255  car  882, 214, 946, 268
551  256  car  718, 126, 748, 159
552  111  car  538, 40, 555, 53
552  135  car  510, 37, 527, 50
552  140  car  -11, 369, 142, 537
552  144  bus  608, 64, 727, 123
552  150  car  103, 155, 171, 201
552  182  car  428, 115, 462, 144
552  183  bus  586, 79, 703, 169
552  207  car  375, 67, 402, 86
552  216  car  830, 107, 864, 131
552  217  person  79, 128, 97, 159
552  223  car  761, 181, 836, 223
552  236  car  660, 224, 735, 275
552  237  person  226, 101, 236, 129
552  240  car  202, 70, 231, 89
552  241  car  791, 101, 825, 125
552  247  car  228, 62, 270, 77
552  255  car  880, 214, 945, 267
552  256  car  717, 126, 748, 159
553  111  car  538, 40, 554, 53
553  135  car  509, 37, 527, 50
553  140  car  -11, 374, 138, 541
553  144  bus  606, 63, 725, 122
553  150  truck  101, 156, 170, 203
553  182  car  428, 116, 462, 145
553  183  bus  586, 79, 702, 169
553  207  car  374, 67, 401, 87
553  216  car  829, 106, 865, 132
553  217  person  79, 128, 96, 160
553  223  car  760, 180, 834, 222
553  236  car  657, 221, 731, 271
553  237  person  226, 101, 237, 129
553  240  car  202, 70, 230, 89
553  241  car  791, 101, 825, 126
553  246  truck  278, 383, 448, 539
553  247  car  229, 62, 271, 77
553  255  car  877, 212, 945, 265
553  256  car  718, 126, 748, 159
553  261  car  2, 219, 28, 271
554  111  car  538, 40, 554, 53
554  135  car  510, 37, 527, 50
554  140  bus  -11, 380, 133, 542
554  144  bus  605, 63, 723, 122
554  150  car  98, 157, 167, 205
554  182  car  429, 117, 463, 146
554  183  bus  586, 79, 701, 168
554  207  car  373, 68, 401, 87
554  216  car  829, 106, 865, 132
554  223  car  759, 180, 832, 221
554  236  car  654, 219, 727, 268
554  237  person  226, 101, 237, 129
554  240  car  202, 71, 230, 90
554  241  car  791, 101, 826, 125
554  246  truck  277, 383, 448, 539
554  247  car  229, 62, 272, 77
554  255  car  874, 211, 943, 263
554  256  car  717, 126, 748, 159
555  111  car  537, 40, 554, 53
555  135  car  510, 37, 527, 50
555  140  bus  -9, 385, 128, 543
555  144  bus  604, 63, 721, 121
555  150  car  95, 158, 164, 206
555  182  car  429, 117, 464, 147
555  183  bus  585, 79, 699, 167
555  207  car  371, 68, 399, 88
555  216  car  829, 106, 865, 131
555  217  person  78, 129, 96, 159
555  223  car  757, 178, 830, 220
555  236  car  650, 216, 723, 265
555  237  person  226, 101, 237, 129
555  240  car  202, 71, 230, 90
555  241  car  791, 101, 826, 126
555  247  car  229, 62, 272, 77
555  255  car  871, 210, 941, 261
555  256  car  717, 126, 748, 159
555  261  car  0, 219, 25, 272
555  264  car  0, 384, 121, 539
556  111  car  537, 40, 554, 53
556  135  car  509, 37, 527, 50
556  144  bus  603, 63, 720, 121
556  150  car  92, 159, 162, 207
556  182  car  430, 118, 465, 148
556  183  bus  584, 79, 697, 167
556  207  car  370, 69, 399, 88
556  216  car  829, 106, 865, 132
556  217  person  78, 130, 95, 160
